"player","yrs_in_school","school","conf","g","comp","att","pct","yds","yds_per_att","td","int","adj_yds_per_att","rate","rush_att","rush_yds","rush_avg","rush_td","major_conf"
"Josh Fields",3,"Oklahoma State","Big 12",32,445,815,0.54601227,6090,7.472392638,55,25,7.441717791,133.5042945,103,-104,-1,3,"1"
"Josh Freeman",3,"Kansas State","Big 12",35,680,1151,0.590790617,8078,7.018245004,44,34,6.453518679,124.7395308,214,343,1.6,20,"1"
"Josh Gulley",2,"North Texas","Big West",15,104,220,0.472727273,1278,5.809090909,5,12,3.809090909,92.66,70,-126,-1.8,1,"0"
"Josh Haldi",4,"Northern Illinois","MAC",36,427,776,0.550257732,6015,7.75128866,55,19,8.067010309,138.628866,176,-99,-0.6,6,"0"
"Josh Harris",4,"Bowling Green State","MAC",42,627,1028,0.609922179,7503,7.298638132,55,28,7.142996109,134.5089494,596,2473,4.1,43,"0"
"Josh Heupel",2,"Oklahoma","Big 12",24,615,972,0.632716049,7066,7.269547325,50,30,6.909465021,135.1382716,130,69,0.5,12,"1"
"Josh Jackson",1,"Virginia Tech","ACC",13,236,396,0.595959596,2991,7.553030303,20,9,7.54040404,135.1626263,124,324,2.6,6,"1"
"Josh McCown",3,"SMU","WAC",30,340,664,0.512048193,4022,6.057228916,27,34,4.56626506,105.263253,198,201,1,4,"0"
"Josh Nelson",2,"Ole Miss","SEC",21,311,558,0.55734767,3703,6.636200717,24,12,6.528673835,121.3713262,120,-409,-3.4,2,"1"
"Josh Padrick",2,"Florida International","Sun Belt",23,434,754,0.575596817,4475,5.935013263,18,25,4.920424403,108.6604775,96,-134,-1.4,4,"0"
"Josh Rosen",3,"UCLA","Pac-12",30,712,1170,0.608547009,9340,7.982905983,59,26,7.991452991,140.1076923,109,-154,-1.4,6,"1"
"Josh Skinner",4,"Hawaii","WAC",24,132,267,0.494382022,1667,6.243445693,4,17,3.677902622,94.0928839,92,-60,-0.7,2,"0"
"Josh Wallwork",2,"Wyoming","WAC",22,449,729,0.615912209,6453,8.851851852,54,28,8.604938272,152.709465,116,300,2.6,6,"0"
"Joshua Cribbs",4,"Kent State","MAC",43,616,1123,0.548530721,7169,6.383793411,45,34,5.822796082,115.645236,632,3670,5.8,38,"0"
"Joshua Dobbs",4,"Tennessee","SEC",37,614,999,0.614614615,7138,7.145145145,53,29,6.8998999,133.1823824,438,2160,4.9,32,"1"
"Joshua Haldi",4,"Northern Illinois","MAC",36,427,776,0.550257732,6015,7.75128866,55,19,8.067010309,138.628866,176,-99,-0.6,6,"0"
"J.P. Losman",4,"Tulane","CUSA",38,570,987,0.577507599,6754,6.84295846,60,27,6.827760892,129.8212766,237,241,1,10,"0"
"J.T. Barrett",4,"Ohio State","Big Ten",50,769,1211,0.635012386,9434,7.790255987,104,30,8.393063584,152.3250206,656,3263,5,43,"1"
"Juice Williams",4,"Illinois","Big Ten",48,606,1136,0.533450704,8037,7.074823944,56,44,6.31778169,121.2947183,637,2557,4,18,"1"
"Julian Edelman",3,"Kent State","MAC",31,385,706,0.545325779,4997,7.077903683,30,31,5.95184136,119.227762,502,2483,4.9,22,"0"
"Justice Hansen",2,"Arkansas State","Sun Belt",25,502,827,0.607013301,6686,8.084643289,56,24,8.133010883,145.1540508,211,546,2.6,8,"0"
"Justin Fuente",2,"Oklahoma","Big 12",23,160,325,0.492307692,2289,7.043076923,10,18,5.166153846,107.4695385,52,-132,-2.5,3,"1"
"Justin Holland",4,"Colorado State","MWC",38,426,681,0.625550661,5668,8.323054332,36,32,7.265785609,140.5157122,69,-291,-4.2,0,"0"
"Justin Holman",4,"UCF","American",31,395,739,0.534506089,4911,6.645466847,34,31,5.677943166,116.0654939,202,494,2.4,5,"0"
"Justin Vedder",2,"California","Pac-10",22,431,776,0.555412371,5040,6.494845361,31,27,5.728092784,116.3221649,199,-175,-0.9,0,"1"
"Kainoa Akina",3,"Hawaii","WAC",22,148,287,0.515679443,1597,5.56445993,14,15,4.18815331,103.954007,97,282,2.9,0,"0"
"Karsten Sween",4,"Wyoming","MWC",36,380,655,0.580152672,3663,5.592366412,21,32,4.035114504,105.8003053,145,-211,-1.5,2,"0"
"Kawaun Jakes",4,"Western Kentucky","Sun Belt",48,650,1123,0.578806768,7538,6.71237756,51,38,6.097951915,122.4837044,358,785,2.2,14,"0"
"K.C. Enzminger",4,"New Mexico State","Sun Belt",44,373,769,0.485045514,5416,7.042912874,39,25,6.594278283,117.8990897,401,1360,3.4,16,"0"
"Keith Benton",2,"Memphis","Ind",22,166,375,0.442666667,2468,6.581333333,15,24,4.501333333,99.94986667,264,941,3.6,9,"0"
"Keith Price",4,"Washington","Pac-12",46,757,1183,0.639898563,8921,7.540997464,75,30,7.667793745,143.1837701,223,99,0.4,10,"1"
"Keith Smith",4,"Arizona","Pac-10",43,423,706,0.599150142,5829,8.256373938,41,26,7.760623229,141.0674221,284,1052,3.7,15,"1"
"Keith Thibodeaux",3,"Louisiana Tech","Southland",25,220,464,0.474137931,3543,7.635775862,14,28,5.523706897,109.4422414,148,-107,-0.7,7,"0"
"Keith Wenning",4,"Ball State","MAC",49,1035,1642,0.630328867,11402,6.943970767,92,42,6.913520097,134.7361754,190,328,1.7,13,"0"
"Keith West",4,"Wake Forest","ACC",40,365,683,0.534407028,4748,6.951683748,28,31,5.729136164,116.285798,115,-148,-1.3,2,"1"
"Keithen McCant",3,"Nebraska","Big 8",20,99,172,0.575581395,1486,8.639534884,13,10,7.534883721,143.444186,125,729,5.8,7,"0"
"Kellen Clemens",4,"Oregon","Pac-10",37,613,1005,0.609950249,7555,7.517412935,61,24,7.656716418,139.3950249,273,535,2,6,"1"
"Kellen Lewis",3,"Indiana","Big Ten",34,565,981,0.575942915,6395,6.518858308,48,25,6.350662589,123.4026504,364,1677,4.6,17,"1"
"Kellen Mond",1,"Texas A&M","SEC",10,117,227,0.515418502,1375,6.057268722,8,6,5.572687225,108.7665198,89,340,3.8,3,"1"
"Kellen Moore",4,"Boise State","MWC",53,1157,1658,0.697828709,14667,8.846200241,142,28,9.799155609,168.9763571,101,-133,-1.3,3,"0"
"Kelly Bryant",3,"Clemson","ACC",25,275,416,0.661057692,2877,6.915865385,14,9,6.615384615,130.9778846,227,843,3.7,14,"1"
"Kelly Donohoe",4,"Kansas","Big 8",34,392,749,0.523364486,5382,7.185580774,24,45,5.122830441,111.2534045,223,-154,-0.7,12,"0"
"Kelly Lowrey",4,"Florida State","Ind",36,252,464,0.543103448,3469,7.476293103,24,22,6.377155172,124.6974138,85,-40,-0.5,14,"0"
"Kelly Raber",1,"Virginia Military Institute","Southern",10,110,215,0.511627907,1450,6.744186047,7,10,5.302325581,109.255814,79,29,0.4,1,"0"
"Kelly Robinson",1,"Houston","CUSA",11,149,267,0.558052434,1704,6.382022472,9,6,6.04494382,116.0434457,28,-93,-3.3,0,"0"
"Kelly Stouffer",3,"Colorado State","WAC",32,577,1015,0.568472906,7142,7.036453202,36,38,6.061083744,120.1702463,141,-476,-3.4,2,"0"
"Kelvin Kolb",1,"Houston","CUSA",13,220,360,0.611111111,3131,8.697222222,25,6,9.336111111,153.7511111,139,346,2.5,7,"0"
"Ken Dorsey",4,"Miami (FL)","Big East",41,668,1153,0.579358196,9565,8.295750217,86,28,8.694709454,147.3772767,59,-79,-1.3,2,"1"
"Ken Karcher",3,"Tulane","Ind",27,303,574,0.527874564,3560,6.202090592,18,21,5.182926829,107.9163763,90,-340,-3.8,1,"0"
"Ken Karcher",2,"Tulane","Ind",18,287,536,0.535447761,3332,6.21641791,17,20,5.171641791,108.7664179,74,-255,-3.4,1,"0"
"Ken Lutz",2,"San Jose State","Big West",24,200,325,0.615384615,2558,7.870769231,16,19,6.224615385,132.2067692,96,-28,-0.3,2,"0"
"Ken Vierra",2,"Utah","WAC",20,123,229,0.537117904,2038,8.899563319,18,6,9.292576419,149.1668122,69,-53,-0.8,2,"0"
"Kennon Taylor",2,"Arkansas State","Southland",22,170,372,0.456989247,2491,6.696236559,9,28,3.793010753,94.87741935,240,379,1.6,10,"0"
"Kenny Ford",4,"Oklahoma State","Big 8",27,151,338,0.446745562,1827,5.405325444,11,25,2.727810651,86.0260355,161,490,3,4,"0"
"Kenny Hill",5,"Texas Christian","Big 12",38,768,1183,0.649196957,9192,7.770076078,64,29,7.748943364,143.1384615,284,1127,4,15,"1"
"Kenny Kelly",2,"Miami (FL)","Big East",20,164,301,0.544850498,2346,7.794019934,20,15,6.880398671,131.9149502,58,3,0.1,2,"1"
"Kenny Philibert",3,"Northwestern State","Ind",31,230,453,0.507726269,2865,6.324503311,17,32,3.896247241,102.1545254,189,-179,-0.9,5,"0"
"Kenny Potter",2,"San Jose State","MWC",22,365,577,0.632582322,4257,7.377816291,31,17,7.126516464,137.0689775,250,737,2.9,14,"0"
"Kent Austin",5,"Ole Miss","SEC",46,566,981,0.576962283,6184,6.303771662,31,41,5.055045872,112.7172273,266,-5,0,1,"1"
"Kent Kiefer",2,"Missouri","Big 8",20,348,589,0.590831919,4497,7.634974533,23,30,6.123938879,125.9164686,86,-328,-3.8,0,"0"
"Kent Myers",4,"Utah State","MWC",38,536,877,0.611174458,6131,6.990877993,39,21,6.802736602,129.7267959,337,1404,4.2,19,"0"
"Kent Smith",3,"Central Michigan","MAC",26,453,785,0.577070064,5179,6.597452229,33,15,6.578343949,123.1765605,284,900,3.2,18,"0"
"Kerry Collins",4,"Penn State","Big Ten",45,370,657,0.563165906,5304,8.073059361,39,21,7.821917808,137.3266362,57,-4,-0.1,0,"1"
"Kerry Overton",4,"Rice","SWC",27,150,359,0.417827298,2035,5.668523677,11,23,3.398328691,86.69637883,134,-2,0,5,"0"
"Kerwin Bell",4,"Florida","SEC",42,549,953,0.576075551,7585,7.9590766,56,35,7.481636936,136.5099685,173,-555,-3.2,4,"1"
"Kevin Anthony",3,"North Carolina","ACC",33,296,528,0.560606061,3412,6.462121212,20,24,5.174242424,113.7515152,128,-160,-1.3,4,"1"
"Kevin Bentley",3,"Southern Mississippi","Ind",33,89,215,0.413953488,1074,4.995348837,10,13,3.204651163,86.61209302,54,-72,-1.3,0,"0"
"Kevin Brown",4,"California","Pac-10",44,180,338,0.532544379,2230,6.597633136,10,23,4.127218935,104.8284024,95,-130,-1.4,0,"1"
"Kevin Craft",3,"UCLA","Pac-10",29,361,645,0.559689922,3800,5.891472868,13,29,4.271317829,103.1162791,134,66,0.5,0,"1"
"Kevin Craft",2,"UCLA","Pac-10",20,292,524,0.557251908,3063,5.845419847,9,23,4.213740458,101.7160305,105,81,0.8,0,"1"
"Kevin Fant",4,"Mississippi State","SEC",37,461,866,0.532332564,5631,6.502309469,33,43,5.030023095,110.4969977,174,-207,-1.2,3,"1"
"Kevin Feterik",4,"Brigham Young","MWC",38,609,1004,0.606573705,8065,8.032868526,53,27,7.878486056,140.1752988,248,-342,-1.4,5,"0"
"Kevin Hogan",4,"Stanford","Pac-12",51,727,1103,0.659111514,9385,8.508612874,75,29,8.685403445,154.5639166,315,1249,4,15,"1"
"Kevin Kolb",4,"Houston","CUSA",50,964,1565,0.615974441,12964,8.28370607,85,31,8.478594249,145.1422364,472,751,1.6,21,"0"
"Kevin Lusk",4,"Oregon","Pac-10",42,166,323,0.513931889,1809,5.600619195,9,19,3.510835913,95.86873065,102,28,0.3,2,"1"
"Kevin Mason",3,"Syracuse","Big East",26,116,214,0.542056075,1766,8.252336449,11,9,7.387850467,132.0766355,191,622,3.3,8,"1"
"Kevin Meger",4,"Toledo","MAC",38,465,892,0.521300448,6023,6.752242152,23,34,5.552690583,109.7345291,339,1161,3.4,18,"0"
"Kevin Moore",5,"Tulane","CUSA",31,253,465,0.544086022,2969,6.384946237,12,17,5.255913978,109.2464516,49,-79,-1.6,1,"0"
"Kevin Murray",4,"Texas A&M","SWC",35,534,926,0.576673866,6506,7.025917927,48,32,6.507559395,126.8794816,195,-51,-0.3,5,"0"
"Kevin O'Connell",4,"San Diego State","MWC",39,664,1151,0.576889661,7689,6.680278019,46,34,6.150304083,121.083927,395,1312,3.3,19,"0"
"Kevin Prince",4,"UCLA","Pac-12",31,343,630,0.544444444,4277,6.788888889,23,21,6.019047619,116.8520635,237,724,3.1,5,"1"
"Kevin Riley",4,"California","Pac-10",36,468,844,0.55450237,6182,7.32464455,50,21,7.389810427,131.5507109,148,-46,-0.3,5,"1"
"Kevin Shuman",3,"Kent State","MAC",28,295,611,0.482815057,3483,5.700490998,16,30,4.014729951,94.98723404,261,313,1.2,4,"0"
"Kevin Starkey",2,"Long Beach State","PCAA",17,150,282,0.531914894,2238,7.936170213,22,17,6.783687943,133.5432624,153,447,2.9,4,"0"
"Kevin Strasser",2,"Northwestern","Big Ten",14,161,339,0.474926254,1603,4.728613569,7,14,3.283185841,85.76755162,60,-240,-4,2,"1"
"Kevin Sweeney",5,"Fresno State","PCAA",57,731,1336,0.547155689,10623,7.951347305,66,48,7.32260479,130.6236527,364,-371,-1,8,"0"
"Kevin Thompson",4,"Penn State","Big Ten",47,263,495,0.531313131,3710,7.494949495,19,17,6.717171717,121.8868687,77,-106,-1.4,2,"1"
"Kevin Verdugo",3,"Colorado State","WAC",26,286,487,0.587268994,3891,7.98973306,23,24,6.716632444,131.5696099,107,-249,-2.3,4,"0"
"Kevin White",4,"West Virginia","Ind",31,162,307,0.527687296,2093,6.817589577,9,9,6.084690554,113.847557,68,-58,-0.9,1,"0"
"Kirby Arceneaux",4,"Louisiana-Monroe","Ind",40,106,234,0.452991453,1631,6.97008547,9,21,3.700854701,98.59145299,191,195,1,2,"0"
"Kirk Cousins",4,"Michigan State","Big Ten",45,723,1128,0.640957447,9131,8.094858156,66,30,8.068262411,146.0819149,111,-127,-1.1,1,"1"
"Kirk Farmer",4,"Missouri","Big 12",31,226,476,0.474789916,2812,5.907563025,26,15,5.581932773,108.8252101,118,629,5.3,7,"1"
"Kirk Herbstreit",4,"Ohio State","Big Ten",42,197,349,0.564469914,2437,6.982808023,5,11,5.851002865,113.5266476,117,140,1.2,2,"1"
"Kirk Johnson",2,"Utah State","Big West",22,149,345,0.431884058,2102,6.092753623,9,19,4.136231884,91.96173913,109,-19,-0.2,6,"0"
"K.J. Costello",1,"Stanford","Pac-12",11,124,211,0.587677725,1573,7.454976303,14,4,7.928909953,139.4938389,28,92,3.3,3,"1"
"Kliff Kingsbury",4,"Texas Tech","Big 12",43,1231,1883,0.653744025,12429,6.600637281,95,40,6.653744025,133.2201806,273,-166,-0.6,5,"1"
"Kole McKamey",5,"New Mexico","MWC",36,279,505,0.552475248,3359,6.651485149,21,22,5.522772277,116.129901,273,841,3.1,10,"0"
"Kolton Browning",4,"Louisiana-Monroe","Sun Belt",46,951,1577,0.603043754,10263,6.507926443,81,38,6.450856056,127.1015853,558,1545,2.8,18,"0"
"Kordell Stewart",4,"Colorado","Big 8",33,456,785,0.58089172,6481,8.256050955,33,19,8.007643312,136.4718471,302,1289,4.3,15,"0"
"Koy Detmer",4,"Colorado","Big 12",29,350,594,0.589225589,5390,9.074074074,40,25,8.526936027,148.9494949,76,-31,-0.4,3,"1"
"Kris Heavner",4,"Arizona","Pac-10",22,231,416,0.555288462,2529,6.079326923,12,21,4.384615385,106.0182692,63,-53,-0.8,0,"1"
"Kurt Benkert",4,"Virginia","ACC",27,534,925,0.577297297,5817,6.288648649,46,21,6.261621622,122.4246486,130,-134,-1,2,"1"
"Kurt Kittner",4,"Illinois","Big Ten",42,668,1229,0.543531326,8460,6.88364524,66,33,6.749389748,124.5272579,192,168,0.9,7,"1"
"Kurt Nantkes",4,"UNLV","MWC",32,282,560,0.503571429,3317,5.923214286,25,23,4.967857143,106.63,57,-225,-3.9,0,"0"
"Kurt Page",4,"Vanderbilt","SEC",44,531,936,0.567307692,6233,6.659188034,35,44,5.291666667,115.6059829,116,-225,-1.9,3,"1"
"Kwadra Griggs",1,"Southern Mississippi","CUSA",10,148,265,0.558490566,1879,7.090566038,16,2,7.958490566,133.8249057,83,268,3.2,3,"0"
"Kyle Boller",4,"California","Pac-10",43,622,1301,0.478093774,7980,6.133743274,64,48,5.457340507,108.187548,275,-169,-0.6,6,"1"
"Kyle Israel",4,"UCF","CUSA",30,305,517,0.589941973,3830,7.408123791,22,17,6.779497099,128.688588,160,348,2.2,8,"0"
"Kyle Matter",3,"Stanford","Pac-10",23,127,232,0.547413793,1319,5.685344828,8,10,4.435344828,105.2568966,72,79,1.1,3,"1"
"Kyle McCann",4,"Iowa","Big Ten",30,357,603,0.592039801,4349,7.212271973,23,21,6.407960199,125.4089552,182,-134,-0.7,5,"1"
"Kyle Morris",3,"Florida","SEC",21,158,318,0.496855346,2436,7.660377358,12,20,5.58490566,113.9069182,63,-26,-0.4,1,"1"
"Kyle Orton",4,"Purdue","Big Ten",44,786,1336,0.588323353,9337,6.988772455,63,28,6.988772455,128.9077844,271,316,1.2,6,"1"
"Kyle Padron",3,"SMU","CUSA",24,446,729,0.611796982,5902,8.096021948,41,21,7.924554184,141.9846365,162,287,1.8,7,"0"
"Kyle Parker",2,"Clemson","ACC",27,401,710,0.564788732,4739,6.674647887,32,23,6.118309859,120.9402817,108,163,1.5,1,"1"
"Kyle Pohl",4,"Akron","MAC",32,482,870,0.554022989,5128,5.894252874,28,20,5.503448276,110.9370115,134,141,1.1,4,"0"
"Kyle Reed",2,"San Jose State","WAC",18,214,342,0.625730994,2052,6,12,9,5.51754386,119.2888889,115,129,1.1,5,"0"
"Kyle Shurmur",3,"Vanderbilt","SEC",31,468,858,0.545454545,5735,6.684149184,40,23,6.41025641,120.7156177,98,-246,-2.5,3,"1"
"Kyle Wright",4,"Miami (FL)","ACC",33,478,807,0.592317224,5835,7.230483271,38,31,6.44361834,127.8240397,207,-99,-0.5,4,"1"
"Ladd McKittrick",2,"Oregon State","Pac-10",22,80,208,0.384615385,1149,5.524038462,4,19,1.798076923,72.94038462,100,4,0,0,"1"
"Lamar Jackson",3,"Louisville","ACC",38,619,1086,0.569981584,9043,8.326887661,69,27,8.478821363,142.9384899,655,4132,6.3,50,"1"
"Lance Harp",2,"Cincinnati","Ind",22,258,496,0.52016129,3228,6.508064516,14,26,4.713709677,105.5145161,106,59,0.6,3,"0"
"Lance Pavlas",4,"Texas A&M","SWC",46,248,439,0.564920273,3185,7.255125285,20,27,5.398633257,120.1685649,135,-97,-0.7,1,"0"
"Lance Rice",4,"Utah","MWC",23,294,541,0.543438078,3469,6.41219963,26,18,5.876155268,117.4114603,68,-15,-0.2,1,"0"
"Landry Jones",4,"Oklahoma","Big 12",53,1388,2183,0.635822263,16646,7.625286303,123,52,7.680256528,141.4642235,132,-375,-2.8,3,"1"
"Larry Brown",2,"Harvard","Ivy",18,180,317,0.567823344,2761,8.70977918,23,14,8.173501577,145.0548896,183,322,1.8,3,"0"
"Larry Egger",2,"Utah","WAC",23,469,799,0.58698373,5749,7.195244055,39,31,6.425531915,127.4863579,104,-234,-2.3,3,"0"
"Larry Fortner",3,"Miami (OH)","MAC",33,277,554,0.5,3667,6.619133574,27,27,5.400722022,111.9364621,439,918,2.1,18,"0"
"Larry Gentry",3,"UNLV","Ind",34,192,390,0.492307692,2982,7.646153846,36,24,6.723076923,131.6123077,229,481,2.1,10,"0"
"Larry Haynes",2,"Lamar","Southland",22,325,586,0.554607509,3902,6.658703072,29,29,5.421501706,117.8273038,178,-135,-0.8,9,"0"
"Larry Ochab",3,"Florida","SEC",24,119,235,0.506382979,1466,6.238297872,8,16,3.855319149,100.6570213,62,-162,-2.6,0,"1"
"Larry Smith",4,"Vanderbilt","SEC",32,310,631,0.491283677,3223,5.107765452,16,19,4.259904913,94.37908082,249,518,2.1,8,"1"
"Lawrence McCullough",2,"Illinois","Big Ten",22,151,275,0.549090909,1516,5.512727273,7,13,3.894545455,100.1614545,91,28,0.3,2,"1"
"Lee Jolly",3,"UAB","CUSA",26,146,298,0.489932886,2063,6.922818792,17,10,6.553691275,119.2590604,145,194,1.3,3,"0"
"Lee Roberts",4,"Southern Mississippi","CUSA",45,473,832,0.568509615,6289,7.558894231,52,27,7.348557692,134.4802885,113,-558,-4.9,0,"0"
"Lee Saltz",4,"Temple","Ind",44,339,655,0.517557252,5171,7.894656489,33,29,6.909923664,125.8418321,280,46,0.2,6,"0"
"Len Williams",4,"Northwestern","Big Ten",43,644,1076,0.598513011,7487,6.958178439,44,37,6.228624535,124.9171004,538,542,1,11,"1"
"Leon Clay",4,"Texas Christian","SWC",28,326,626,0.520766773,3963,6.330670927,33,26,5.515974441,114.34377,196,244,1.2,6,"0"
"Leon Jackson III",4,"Utah State","WAC",42,382,656,0.582317073,4221,6.43445122,21,18,5.839939024,117.3573171,355,814,2.3,7,"0"
"Leonard Lilja",3,"UTEP","WAC",21,156,318,0.490566038,1713,5.386792453,11,16,3.814465409,95.65786164,69,-44,-0.6,0,"0"
"Lester Ricard",3,"Tulane","CUSA",31,538,954,0.5639413,6608,6.926624738,55,31,6.617400419,127.1039832,132,-202,-1.5,0,"0"
"Levi Brown",2,"Troy","Sun Belt",23,522,830,0.628915663,6284,7.571084337,38,12,7.836144578,138.7055422,87,24,0.3,1,"0"
"Logan Kilgore",4,"Middle Tennessee State","CUSA",39,692,1135,0.60969163,7849,6.915418502,53,36,6.422026432,128.1247577,96,210,2.2,4,"0"
"Logan Thomas",4,"Virginia Tech","ACC",47,693,1248,0.555288462,9003,7.213942308,52,39,6.641025641,123.6259615,495,1359,2.7,24,"1"
"Logan Woodside",5,"Toledo","MAC",43,759,1166,0.650943396,10514,9.017152659,93,25,9.647512864,162.871012,146,88,0.6,4,"0"
"Lon Sheriff",4,"San Diego State","MWC",30,356,675,0.527407407,4533,6.715555556,16,25,5.522962963,109.5662222,104,-368,-3.5,1,"0"
"Luke Falk",4,"Washington State","Pac-12",42,1403,2054,0.683057449,14481,7.050146056,119,39,7.35443038,142.848296,251,-400,-1.6,4,"1"
"Luke Getsy",3,"Akron","MAC",31,480,918,0.522875817,6149,6.698257081,41,23,6.464052288,118.28061,118,-137,-1.2,1,"0"
"Luke McCown",4,"Louisiana Tech","WAC",43,1063,1775,0.598873239,12666,7.135774648,87,62,6.544225352,129.0165634,274,65,0.2,10,"0"
"Lyle Moevao",3,"Oregon State","Pac-10",21,291,509,0.571709234,3410,6.699410609,21,19,5.844793713,119.5952849,56,-133,-2.4,4,"1"
"Mackenzi Adams",4,"Vanderbilt","SEC",42,257,492,0.522357724,2779,5.648373984,16,18,4.652439024,103.096748,198,571,2.9,3,"1"
"Major Applewhite",4,"Texas","Big 12",43,611,1065,0.57370892,8353,7.843192488,60,28,7.78685446,136.5870423,117,-294,-2.5,3,"1"
"Major Harris",3,"West Virginia","Ind",35,322,579,0.556131261,5119,8.841105354,41,26,8.236614853,144.265285,410,2058,5,18,"0"
"Malik Rosier",3,"Miami (FL)","ACC",22,255,476,0.535714286,3490,7.331932773,28,17,6.901260504,127.4285714,147,531,3.6,6,"1"
"Manny Wilkins",3,"Arizona State","Pac-12",26,457,721,0.633841886,5599,7.765603329,32,17,7.59223301,138.5459085,273,583,2.1,12,"1"
"Marc Bulger",4,"West Virginia","Big East",38,630,1023,0.615835777,8153,7.96969697,59,34,7.627565982,140.914174,107,-326,-3,2,"1"
"Marc Verica",3,"Virginia","ACC",29,487,813,0.59901599,4992,6.140221402,22,31,4.965559656,112.7832718,88,-155,-1.8,1,"1"
"Marc Wilson",3,"Brigham Young","WAC",34,535,937,0.570971185,7637,8.150480256,61,46,7.243329776,137.2260406,246,-35,-0.1,8,"0"
"Marcel Weems",3,"Akron","MAC",29,184,387,0.475452196,2736,7.069767442,8,20,5.157622739,103.4170543,354,1130,3.2,14,"0"
"Marcelle Carruthers",4,"Central Michigan","MAC",41,202,386,0.523316062,2672,6.922279793,15,15,5.950777202,115.5305699,284,908,3.2,12,"0"
"Marco Pagnanelli",2,"Navy","Ind",22,178,309,0.57605178,2143,6.935275081,8,13,5.55987055,115.9909385,172,450,2.6,8,"0"
"Marcus Arroyo",4,"San Jose State","WAC",33,348,671,0.518628912,4672,6.962742176,28,28,5.9195231,115.7746647,47,-77,-1.6,3,"0"
"Marcus Childers",1,"Northern Illinois","MAC",12,152,265,0.573584906,1674,6.316981132,16,5,6.675471698,126.5720755,143,473,3.3,5,"0"
"Marcus Crandell",4,"East Carolina","Ind",35,620,1133,0.547219771,7198,6.353045013,58,38,5.86760812,118.2729038,215,443,2.1,7,"0"
"Marcus Mariota",3,"Oregon","Pac-12",41,779,1167,0.667523565,10796,9.251071123,105,14,10.51071123,171.7535561,337,2237,6.6,29,"1"
"Marcus McMaryion",3,"Fresno State","MWC",29,346,588,0.588435374,4415,7.508503401,25,13,7.363945578,131.5238095,103,393,3.8,6,"0"
"Marcus Vick",2,"Virginia Tech","ACC",24,207,346,0.598265896,2868,8.289017341,19,15,7.436416185,138.9052023,184,482,2.6,6,"1"
"Mario Kinsey",1,"Kansas","Big 12",10,88,202,0.435643564,1215,6.014851485,7,11,4.257425743,94.63366337,130,225,1.7,3,"1"
"Mark Barsotti",4,"Fresno State","Big West",42,559,1031,0.542192047,8093,7.849660524,50,39,7.117361785,128.5947624,268,756,2.8,21,"0"
"Mark Brunell",4,"Washington","Pac-10",33,259,498,0.520080321,3423,6.873493976,23,16,6.351405622,118.5606426,190,678,3.6,19,"1"
"Mark Butterfield",4,"Stanford","Pac-10",45,219,384,0.5703125,2858,7.442708333,19,10,7.260416667,130.6697917,85,9,0.1,1,"1"
"Mark Cann",1,"Marshall","CUSA",11,154,307,0.501628664,1767,5.755700326,14,13,4.762214984,105.0905537,35,-40,-1.1,1,"0"
"Mark Carlson",4,"Minnesota","Big Ten",44,255,447,0.570469799,3103,6.941834452,17,21,5.58836689,118.5127517,122,-123,-1,1,"1"
"Mark Comalander",4,"Rice","SWC",39,389,753,0.516600266,4780,6.347941567,27,37,4.853917663,106.9880478,153,-221,-1.4,9,"0"
"Mark Farris",4,"Texas A&M","Big 12",29,435,755,0.57615894,4949,6.554966887,18,18,5.958940397,115.7769536,113,23,0.2,5,"1"
"Mark Halda",4,"San Diego State","WAC",45,406,757,0.536327609,4812,6.35667107,29,45,4.447820343,107.7817701,94,-365,-3.9,1,"0"
"Mark Hartsell",3,"Boston College","Big East",26,349,608,0.574013158,3763,6.189144737,25,24,5.235197368,115.0644737,94,-101,-1.1,1,"1"
"Mark Herrmann",4,"Purdue","Big Ten",46,772,1309,0.589763178,9946,7.598166539,71,75,6.104660046,129.2409473,151,-812,-5.4,2,"1"
"Mark Hutsell",1,"East Tennessee State","Southern",11,186,302,0.61589404,2276,7.536423841,17,14,6.57615894,134.2,103,-116,-1.1,2,"0"
"Mark Lockenmeyer",3,"Princeton","Ivy",15,114,199,0.572864322,1311,6.587939698,12,6,6.43718593,126.4944724,79,121,1.5,4,"0"
"Mark Malone",3,"Arizona State","Pac-10",34,255,520,0.490384615,3388,6.515384615,23,28,4.976923077,107.5946154,302,1344,4.5,21,"1"
"Mark Maye",3,"North Carolina","ACC",33,263,468,0.561965812,3459,7.391025641,20,22,6.13034188,122.9820513,124,75,0.6,2,"1"
"Mark McKay",2,"San Diego State","WAC",24,329,587,0.560477002,4475,7.62350937,24,29,6.218057922,123.6967632,138,-181,-1.3,3,"0"
"Mark Melfi",3,"Toledo","MAC",27,242,455,0.531868132,3028,6.654945055,18,29,4.578021978,109.396044,122,18,0.1,4,"0"
"Mark Murdock",3,"Texas","SWC",18,124,268,0.462686567,1519,5.667910448,13,14,4.287313433,99.43880597,45,-194,-4.3,2,"0"
"Mark Rypien",4,"Washington State","Pac-10",30,326,613,0.531810767,4573,7.460032626,28,29,6.244698206,121.4570962,195,528,2.7,10,"1"
"Mark Sanchez",3,"USC","Pac-10",27,313,487,0.642710472,3965,8.141683778,41,16,8.347022587,153.8726899,70,33,0.5,4,"1"
